halId_s,hal_uri,hal_title,hal_docType,publication_doi,source_field,expected_field,field_ok,misfiled_dataset_link,related_raw,related_kind,dataset_doi,repository,object_kind,publisher,landing_url,landing_host,doi_prefix,datacite_client,dataset_title,resolve_error,correction_note
hal-02416411,https://hal.science/hal-02416411v1,Peer-Reviewed Literature on Grain Legume Species in the WoS (1980–2018): A Comparative Analysis of Soybean and Pulses,ART,10.3390/su11236833,relatedData_s,relatedData_s,True,False,10.15454/PFV9JK,doi,10.15454/PFV9JK,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/PFV9JK,data.inra.fr,10.15454,rdg.prod,Genetics and Grain-Legumes WoS DataSet 1980-2018,,
hal-02416411,https://hal.science/hal-02416411v1,Peer-Reviewed Literature on Grain Legume Species in the WoS (1980–2018): A Comparative Analysis of Soybean and Pulses,ART,10.3390/su11236833,relatedData_s,relatedData_s,True,False,10.15454/QBQFCX,doi,10.15454/QBQFCX,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/QBQFCX,data.inra.fr,10.15454,rdg.prod,Grain-Legumes Species WoS DataSet 1980-2018,,
hal-02416411,https://hal.science/hal-02416411v1,Peer-Reviewed Literature on Grain Legume Species in the WoS (1980–2018): A Comparative Analysis of Soybean and Pulses,ART,10.3390/su11236833,relatedData_s,relatedData_s,True,False,10.15454/W6BAUG,doi,10.15454/W6BAUG,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/W6BAUG,data.inra.fr,10.15454,rdg.prod,Agronomy and Grain-Legumes WoS DataSet 1980-2018,,
hal-02499730,https://institut-agro-dijon.hal.science/hal-02499730v1,Two-step multi-spectral registration via key-point detector and gradient similarity. Application to agronomic scenes for proxy-sensing,COMM,10.5220/0009169301030110,relatedData_s,relatedData_s,True,False,10.15454/DSQC8N,doi,10.15454/DSQC8N,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/DSQC8N,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Dataset used in DeepIndices,,
hal-02499886,https://hal.science/hal-02499886v1,An ecological measure of rapid and automatic face-sex categorization,ART,10.1016/j.cortex.2020.02.007,relatedData_s,relatedData_s,True,False,10.17632/p3zzk5kmc6.1,doi,10.17632/p3zzk5kmc6.1,Mendeley Data,dataset_repo,Mendeley,https://data.mendeley.com/datasets/p3zzk5kmc6/1,data.mendeley.com,10.17632,bl.mendeley,An ecological measure of rapid and automatic face-sex categorization - Data,,
hal-02517350,https://hal.inrae.fr/hal-02517350v1,Composition nutritionnelle des plats complets végétariens et non-végétariens proposés en restauration scolaire : une étude du collectif EnScol,UNDEFINED,,relatedData_s,relatedData_s,True,False,10.15454/YRD4JC,doi,10.15454/YRD4JC,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/YRD4JC,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Composition nutritionnelle et impacts environnementaux de plats servis en restauration scolaire en France,,
hal-02532765,https://hal.science/hal-02532765v1,Une curieuse inscription découverte à Avgvstodvnvm (Autun – Saône-et-Loire),ART,10.4000/jgo3,relatedPublication_s,relatedData_s,False,False,10.4000/jgqb,doi,10.4000/jgqb,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-02537801,https://institut-agro-dijon.hal.science/hal-02537801v1,Reduced microbial diversity induces larger volatile organic compound emissions from soils,ART,10.1038/s41598-020-63091-8,relatedData_s,relatedData_s,True,False,10.15454/4W9DM2,doi,10.15454/4W9DM2,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/4W9DM2,data.inrae.fr,10.15454,rdg.prod,Données de réplication pour : Reduced microbial diversity induces larger volatile organic compound emissions from soils.,,
hal-02608781,https://hal.inrae.fr/hal-02608781v1,Volatile compounds profiling by using proton transfer reaction-time of flight-mass spectrometry (PTR-ToF-MS). The case study of dark chocolates organoleptic differences,ART,10.1002/jms.4317,relatedPublication_s,relatedData_s,False,False,10.1002/jms.4214,doi,10.1002/jms.4214,Journal DOI (10.1002),publication_landing,,,,,,,not_found,
hal-02608781,https://hal.inrae.fr/hal-02608781v1,Volatile compounds profiling by using proton transfer reaction-time of flight-mass spectrometry (PTR-ToF-MS). The case study of dark chocolates organoleptic differences,ART,10.1002/jms.4317,seeAlso_s,relatedData_s,False,False,https://archives-publications.inrae.fr/pub00060423.pdf,url,,,,,,,,,,,
hal-02627230,https://hal.inrae.fr/hal-02627230v1,Water stress combined with sulfur deficiency in pea affects yield components but mitigates the effect of deficiency on seed globulin composition,ART,10.1093/jxb/erz114,relatedData_s,relatedData_s,True,False,10.57745/5MDE99,doi,10.57745/5MDE99,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",,
hal-02627230,https://hal.inrae.fr/hal-02627230v1,Water stress combined with sulfur deficiency in pea affects yield components but mitigates the effect of deficiency on seed globulin composition,ART,10.1093/jxb/erz114,seeAlso_s,relatedData_s,False,False,http://dx.doi.org/10.1093/jxb/erz114,doi,10.1093/jxb/erz114,Journal DOI (10.1093),publication_landing,,,,,,,not_found,
hal-02627344,https://hal.inrae.fr/hal-02627344v1,Bioinformatics matters: The accuracy of plant and soil fungal community data is highly dependent on the metabarcoding pipeline,ART,10.1016/j.funeco.2019.03.005,relatedData_s,relatedData_s,True,False,10.15454/8CVWRR,doi,10.15454/8CVWRR,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/8CVWRR,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,DNA metabarcoding of a mock community of 189 fungal strains associated to plants and soils.,,
hal-02627344,https://hal.inrae.fr/hal-02627344v1,Bioinformatics matters: The accuracy of plant and soil fungal community data is highly dependent on the metabarcoding pipeline,ART,10.1016/j.funeco.2019.03.005,seeAlso_s,relatedData_s,False,False,https://www.sciencedirect.com/science/article/pii/S1754504818302800,url,,,,,,,,,,,
hal-02631162,https://hal.inrae.fr/hal-02631162v1,Full-length <em>de novo</em> assembly of RNA-seq data in pea (<em>Pisum sativum</em> L.) provides a gene expression atlas and gives insights into root nodulation in this species,ART,10.1111/tpj.12967,relatedData_s,relatedData_s,True,False,10.57745/5MDE99,doi,10.57745/5MDE99,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",,
hal-02631162,https://hal.inrae.fr/hal-02631162v1,Full-length <em>de novo</em> assembly of RNA-seq data in pea (<em>Pisum sativum</em> L.) provides a gene expression atlas and gives insights into root nodulation in this species,ART,10.1111/tpj.12967,seeAlso_s,relatedData_s,False,False,https://archives-publications.inrae.fr/343201.pdf,url,,,,,,,,,,,
hal-02636359,https://hal.inrae.fr/hal-02636359v1,Temporal differentiation of soil communities in response to arable crop management strategies,ART,10.1016/j.agee.2016.03.029,relatedData_s,relatedData_s,True,False,10.57745/TJRSVH,doi,10.57745/TJRSVH,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/TJRSVH,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Temporal monitoring of soil macroinvertebrate communities at ACBB-Mons trial,,
hal-02636359,https://hal.inrae.fr/hal-02636359v1,Temporal differentiation of soil communities in response to arable crop management strategies,ART,10.1016/j.agee.2016.03.029,seeAlso_s,relatedData_s,False,False,https://archives-publications.inrae.fr/352036,url,,,,,,,,,,,
hal-02665366,https://hal.inrae.fr/hal-02665366v1,A microcosm experiment to evaluate the influence of location and quality of plant residues on residue decomposition and genetic structure of soil microbial communities,ART,10.1016/j.soilbio.2007.01.012,relatedPublication_s,relatedData_s,False,False,10.15454/OXRS55,doi,10.15454/OXRS55,Recherche Data Gouv,other,,,,,,,not_found,
hal-02665366,https://hal.inrae.fr/hal-02665366v1,A microcosm experiment to evaluate the influence of location and quality of plant residues on residue decomposition and genetic structure of soil microbial communities,ART,10.1016/j.soilbio.2007.01.012,seeAlso_s,relatedData_s,False,False,http://gateway.isiknowledge.com/gateway/Gateway.cgi?&GWVersion=2&SrcAuth=INRA&SrcApp=INRA&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000246633700023,url,,,,,,,,,,,
hal-02791157,https://hal.inrae.fr/hal-02791157v1,UE Epoisses cartograhie des sols et de la réserve utile - Approche pédologique raisonnée par une prospection géophysique,REPORT,,relatedData_s,relatedData_s,True,False,10.57745/2V46MF,doi,10.57745/2V46MF,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/2V46MF,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Unité Expérimentale d'Epoisses : Données collectées dans le cadre des études de sol du réseau CAREX,,
hal-02791157,https://hal.inrae.fr/hal-02791157v1,UE Epoisses cartograhie des sols et de la réserve utile - Approche pédologique raisonnée par une prospection géophysique,REPORT,,seeAlso_s,relatedData_s,False,False,https://archives-publications.inrae.fr/415313.docx,url,,,,,,,,,,,
hal-02871222,https://hal.inrae.fr/hal-02871222v1,Willingness-to-Pay for Reshuffling Geographical Indications,ART,10.1017/jwe.2020.5,relatedData_s,relatedData_s,True,False,10.15454/5ICGGD,doi,10.15454/5ICGGD,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/5ICGGD,data.inrae.fr,10.15454,rdg.prod,Willingness-To-Pay for Reshuffling Geographical Indications,,
hal-02880526,https://hal.inrae.fr/hal-02880526v1,Pleasantness of Binary Odor Mixtures: Rules and Prediction,ART,10.1093/chemse/bjaa020,relatedData_s,relatedData_s,True,False,10.15454/51OVY6,doi,10.15454/51OVY6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/51OVY6,data.inrae.fr,10.15454,rdg.prod,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,,
hal-02908523,https://hal.science/hal-02908523v1,"Toward a better understanding of in-field weed regulation by carabid beetles, and their functional characteristics, in European arable landscapes",COMM,,relatedPublication_s,relatedData_s,False,False,10.3897/aca.2.e38379,doi,10.3897/aca.2.e38379,DOI prefix 10.3897,unresolved,,,,,,,not_found,
hal-02945217,https://hal.univ-lorraine.fr/hal-02945217v1,Human Systems Design: Towards an Integrative Conceptual Framework,COMM,,relatedPublication_s,relatedData_s,False,False,10.1007/978-3-030-51369-6_38,doi,10.1007/978-3-030-51369-6_38,Journal DOI (10.1007),publication_landing,,,,,,,not_found,
hal-02991508,https://ube.hal.science/hal-02991508v1,"The Protohistoric sword from Le Gué-de-Velluire (Vendée, France): a pasticcio's history unveiled by archaeometrical research",ART,10.1016/j.jasrep.2020.102645,relatedData_s,relatedData_s,True,False,10.25666/DATAUBFC-2024-03-06,doi,10.25666/DATAUBFC-2024-03-06,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-03-06_Bronze-Age-solid-hilted-swords.html,search-data.ubfc.fr,10.25666,inist.osutheta,Bronze Age solid-hilted swords,,
hal-02994997,https://univ-reims.hal.science/hal-02994997v1,Le modèle au Moyen Âge,COUV,10.4000/books.psorbonne.26934,relatedPublication_s,relatedData_s,False,False,10.4000/books.psorbonne.26910,doi,10.4000/books.psorbonne.26910,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-03014310,https://institut-agro-dijon.hal.science/hal-03014310v1,Biogeography of soil microbial habitats across France,ART,10.1111/geb.13118,relatedData_s,relatedData_s,True,False,10.57745/JK5WCD,doi,10.57745/JK5WCD,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/JK5WCD,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,RMQS1 16S microbial habitat,,
hal-03049733,https://hal.science/hal-03049733v1,Microbial networks inferred from environmental DNA data for biomonitoring ecosystem change: strengths and pitfalls,ART,10.1111/1755-0998.13302,relatedData_s,relatedData_s,True,False,10.15454/3DPFNJ,doi,10.15454/3DPFNJ,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/3DPFNJ,data.inra.fr,10.15454,rdg.prod,DNA metabarcoding of foliar fungal communities in conventional and organic vineyards,,
hal-03049733,https://hal.science/hal-03049733v1,Microbial networks inferred from environmental DNA data for biomonitoring ecosystem change: strengths and pitfalls,ART,10.1111/1755-0998.13302,relatedData_s,relatedData_s,True,False,10.15454/WOICSE,doi,10.15454/WOICSE,Portail Data Inra,dataset_repo,Portail Data Inra,https://data.inra.fr/citation?persistentId=doi:10.15454/WOICSE,data.inra.fr,10.15454,rdg.prod,Amplicon Sequence Variant (ASV) table obtained by metabarcoding foliar fungal communities in conventional and organic vineyards,,
hal-03073961,https://ube.hal.science/hal-03073961v1,L’Auto et la défense de l’amateurisme,COUV,,relatedPublication_s,relatedData_s,False,False,10.34929/79sj-t281,doi,10.34929/79sj-t281,Editions et presses universitaires de Reims,other,Editions et presses universitaires de Reims,https://library.oapen.org/handle/20.500.12657/53139,library.oapen.org,10.34929,inist.epure,La fabrique de l'information sportive : L'Auto (1900-1944),,
hal-03125982,https://hal.science/hal-03125982v1,Animation et gestion des communautés en ligne : quelles rationalisations du social ? Une introduction,ART,10.4000/communiquer.2133,relatedPublication_s,relatedData_s,False,False,10.4000/communiquer.1605,doi,10.4000/communiquer.1605,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-03126619,https://hal.inrae.fr/hal-03126619v1,Weed Management in the Transition to Conservation Agriculture: Farmers’ Response,ART,10.3390/agronomy10060843,relatedData_s,relatedData_s,True,False,10.15454/WABMVG,doi,10.15454/WABMVG,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/WABMVG,data.inrae.fr,10.15454,rdg.prod,"Données de réplication pour: Article ""Weed Management in the Transition to Conservation Agriculture: Farmers' Response"" (Derrouch et al., 2020).",,
hal-03126619,https://hal.inrae.fr/hal-03126619v1,Weed Management in the Transition to Conservation Agriculture: Farmers’ Response,ART,10.3390/agronomy10060843,seeAlso_s,relatedData_s,False,False,https://www.mdpi.com/2073-4395/10/6/843 http://dx.doi.org/10.3390/agronomy10060843,doi,10.3390/agronomy10060843,DOI prefix 10.3390,unresolved,,,,,,,not_found,
hal-03129732,https://hal.inrae.fr/hal-03129732v1,ReClustOR: a re‐clustering tool using an open‐reference method that improves operational taxonomic unit definition,ART,10.1111/2041-210x.13316,relatedData_s,relatedData_s,True,False,10.57745/ZZWKGQ,doi,10.57745/ZZWKGQ,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/ZZWKGQ,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,RMQS1 16S operational taxonomic units,,
hal-03129732,https://hal.inrae.fr/hal-03129732v1,ReClustOR: a re‐clustering tool using an open‐reference method that improves operational taxonomic unit definition,ART,10.1111/2041-210x.13316,seeAlso_s,relatedData_s,False,False,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.13316 https://doi.org/10.1111/2041-210X.13316,doi,10.1111/2041-210X.13316,DOI prefix 10.1111,unresolved,,,,,,,not_found,
hal-03130628,https://hal.science/hal-03130628v1,Analysing landscape effects on dispersal networks and gene flow with genetic graphs,ART,10.1111/1755-0998.13333,relatedData_s,relatedData_s,True,False,10.5061/dryad.6q573n5xr,doi,10.5061/dryad.6q573n5xr,Dryad,dataset_repo,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.6q573n5xr,datadryad.org,10.5061,dryad.dryad,Analysing landscape effects on dispersal networks and gene flow with genetic graphs,,
hal-03142530,https://hal.science/hal-03142530v1,« Hénaurmité » graphique et dystopie critique dans les dessins de Miguel Brieva,ART,10.4000/atlante.902,relatedPublication_s,relatedData_s,False,False,10.4000/atlante.809,doi,10.4000/atlante.809,Journal DOI (10.4000),publication_landing,,,,,,,not_found,
hal-03144754,https://hal.science/hal-03144754v1,"BRC4Env, a network of Biological Resource Centres for environmental resources",POSTER,10.15454/TRBJTB,relatedData_s,relatedData_s,True,False,10.15454/D6XAKL,doi,10.15454/D6XAKL,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/D6XAKL,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,CBGP - Continental Arthropod Collection,,
hal-03146377,https://hal.inrae.fr/hal-03146377v1,"A dataset on above- and below-ground traits of 21 species found in banana cropping systems, cultivated individually",ART,10.1016/j.dib.2020.105890,relatedData_s,relatedData_s,True,False,10.18167/DVN1/HIEXNF,doi,10.18167/DVN1/HIEXNF,CIRAD Dataverse,dataset_repo,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/HIEXNF,dataverse.cirad.fr,10.18167,inist.cirad,"A dataset on above- and below-ground traits of 17 cover crops, two wild plant species and two banana cultivars, cultivated individually",,
hal-03146377,https://hal.inrae.fr/hal-03146377v1,"A dataset on above- and below-ground traits of 21 species found in banana cropping systems, cultivated individually",ART,10.1016/j.dib.2020.105890,seeAlso_s,relatedData_s,False,False,http://www.sciencedirect.com/science/article/pii/S2352340920307848 https://doi.org/10.1016/j.dib.2020.105890,doi,10.1016/j.dib.2020.105890,Journal DOI (10.1016),publication_landing,,,,,,,not_found,
hal-03157260,https://hal.inrae.fr/hal-03157260v1,Populations of arable weed species show intra-specific variability in germination base temperature but not in early growth rate,ART,10.1371/journal.pone.0240538,relatedPublication_s,relatedData_s,False,True,10.57745/AJNXEN,doi,10.57745/AJNXEN,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/AJNXEN,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,CLIMATIK : système d'information pour les données du réseau agroclimatique INRAE,,Dataset DOI found only in relatedPublication_s; expected HAL field is relatedData_s.
hal-03157260,https://hal.inrae.fr/hal-03157260v1,Populations of arable weed species show intra-specific variability in germination base temperature but not in early growth rate,ART,10.1371/journal.pone.0240538,seeAlso_s,relatedData_s,False,False,http://dx.doi.org/10.1371/journal.pone.0240538,doi,10.1371/journal.pone.0240538,Journal DOI (10.1371),publication_landing,,,,,,,not_found,
hal-03158319,https://hal.science/hal-03158319v1,A next-generation of biomonitoring to detect global ecosystem change,OUV,10.3389/978-2-88966-027-8,relatedData_s,relatedData_s,True,False,10.15454/HYRVUH,doi,10.15454/HYRVUH,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/HYRVUH,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Rsyst::diatom_rbcl_align_312bp database: a database adapted to DNA metabarcoding (version v7: 23-02-2018),,
hal-03171983,https://hal.science/hal-03171983v1,Dietary switch to Western diet induces hypothalamic adaptation associated with gut microbiota dysbiosis in rats,ART,10.1038/s41366-021-00796-4,relatedData_s,relatedData_s,True,False,10.15454/XETXQU,doi,10.15454/XETXQU,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/XETXQU,data.inrae.fr,10.15454,rdg.prod,Hypothalamic and caecal microbiota and metabolomic data,,
hal-03197788,https://hal.inrae.fr/hal-03197788v1,"Relationships between cheese composition, rheological and sensory properties highlighted using the BaGaTel database",ART,10.1016/j.idairyj.2021.105039,relatedData_s,relatedData_s,True,False,10.15454/F40EXP,doi,10.15454/F40EXP,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/F40EXP,data.inrae.fr,10.15454,rdg.prod,"Dataset on model cheeses composition, rheological and sensory properties, from six different projects exported from BaGaTel database.",,
hal-03218256,https://hal.science/hal-03218256v1,Microbial association networks give relevant insights into plant pathobiomes,UNDEFINED,10.1101/2020.02.21.958033,relatedData_s,relatedData_s,True,False,10.15454/5WD6P6,doi,10.15454/5WD6P6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/5WD6P6,data.inrae.fr,10.15454,rdg.prod,"R scripts for ""Pauvert et al. 2019. Microbial association networks give relevant insights into plant pathobiomes. BioRxiv, https://doi.org/10.1101/2020.02.21.958033""",,
hal-03218256,https://hal.science/hal-03218256v1,Microbial association networks give relevant insights into plant pathobiomes,UNDEFINED,10.1101/2020.02.21.958033,relatedData_s,relatedData_s,True,False,10.15454/A24N4C,doi,10.15454/A24N4C,Portail Data INRAE,dataset_repo,Portail Data INRAE,https://data.inra.fr/citation?persistentId=doi:10.15454/A24N4C,data.inra.fr,10.15454,rdg.prod,DNA metabarcoding of foliar fungal communities in an untreated vineyard,,
hal-03233437,https://hal.science/hal-03233437v1,Qu’est-ce qu’un conte pour enfant ? Les Casse-noisette de Hoffmann et Dumas,ART,10.15122/isbn.978-2-406-09220-9.p.0123,relatedPublication_s,relatedData_s,False,False,10.15122/isbn.978-2-406-09220-9.p.0123,doi,10.15122/isbn.978-2-406-09220-9.p.0123,Classiques Garnier,other,Classiques Garnier,https://classiques-garnier.com/doi/garnier?article=EnoMS06_123,classiques-garnier.com,10.15122,inist.garnier,Qu’est-ce qu’un conte pour enfant ?,,
hal-03233437,https://hal.science/hal-03233437v1,Qu’est-ce qu’un conte pour enfant ? Les Casse-noisette de Hoffmann et Dumas,ART,10.15122/isbn.978-2-406-09220-9.p.0123,relatedPublication_s,relatedData_s,False,False,hal-02615028,hal_id,,,,,,,,,,,
hal-03233437,https://hal.science/hal-03233437v1,Qu’est-ce qu’un conte pour enfant ? Les Casse-noisette de Hoffmann et Dumas,ART,10.15122/isbn.978-2-406-09220-9.p.0123,seeAlso_s,relatedData_s,False,False,https://classiques-garnier.com/cahiers-d-etudes-nodieristes-2019-2-n-8-litterature-de-jeunesse-et-europe-romantique-qu-est-ce-qu-un-conte-pour-enfant.html,url,,,,,,,,,,,
hal-03257098,https://hal.inrae.fr/hal-03257098v1,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,ART,10.1016/j.dib.2021.107143,relatedData_s,relatedData_s,True,False,10.15454/51OVY6,doi,10.15454/51OVY6,Recherche Data Gouv,dataset_repo,Portail Data INRAE,https://data.inrae.fr/citation?persistentId=doi:10.15454/51OVY6,data.inrae.fr,10.15454,rdg.prod,A dataset on odor intensity and odor pleasantness of 222 binary mixtures of 72 key food odorants rated by a sensory panel of 30 trained assessors,,
hal-03329588,https://hal.science/hal-03329588v1,Quantifying and simulating carbon and nitrogen mineralization from diverse exogenous organic matters,ART,10.1111/sum.12745,relatedData_s,relatedData_s,True,False,10.57745/JGHVYV,doi,10.57745/JGHVYV,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/JGHVYV,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Carbon and nitrogen mineralization data of various exogenous organic matter (EOM) under controlled conditions,,
hal-03376001,https://ube.hal.science/hal-03376001v1,Inquiétants dépaysements. Les voyages mélancoliques de Germaine de Staël (1803-1814),ART,,relatedPublication_s,relatedData_s,False,False,10.52497/viatica565,doi,10.52497/viatica565,DOI prefix 10.52497,unresolved,,,,,,,not_found,
hal-03426763,https://hal.inrae.fr/hal-03426763v1,Identifying drivers of liking and characterizing the ideal product thanks to Free-Comment,ART,10.1016/j.foodqual.2021.104389,relatedData_s,relatedData_s,True,False,10.57745/GA5R6S,doi,10.57745/GA5R6S,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/GA5R6S,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,A dataset of perception and preferences of French consumers for commercial cooked hams sampled according to their nutritional values and claims.,,
hal-03532509,https://ube.hal.science/hal-03532509v1,"A Unique Case of ‘Counting Marks’ Revealed by Tomography on a Middle Bronze Age Sword from Champagneux (France, Savoie)",ART,10.1163/16000390-12340001,relatedData_s,relatedData_s,True,False,10.25666/DATAUBFC-2024-03-06,doi,10.25666/DATAUBFC-2024-03-06,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,other,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2024-03-06_Bronze-Age-solid-hilted-swords.html,search-data.ubfc.fr,10.25666,inist.osutheta,Bronze Age solid-hilted swords,,
hal-03534007,https://hal.inrae.fr/hal-03534007v1,Key questions for next-generation of biomonitoring,COUV,10.3389/978-2-88966-027-8,relatedData_s,relatedData_s,True,False,10.15454/HYRVUH,doi,10.15454/HYRVUH,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/HYRVUH,entrepot.recherche.data.gouv.fr,10.15454,rdg.prod,Rsyst::diatom_rbcl_align_312bp database: a database adapted to DNA metabarcoding (version v7: 23-02-2018),,
hal-03534007,https://hal.inrae.fr/hal-03534007v1,Key questions for next-generation of biomonitoring,COUV,10.3389/978-2-88966-027-8,seeAlso_s,relatedData_s,False,False,https://www.frontiersin.org/research-topics/8325/a-next-generation-of-biomonitoring-to-detect-global-ecosystem-change,url,,,,,,,,,,,
hal-03534007,https://hal.inrae.fr/hal-03534007v1,Key questions for next-generation of biomonitoring,COUV,10.3389/978-2-88966-027-8,seeAlso_s,relatedData_s,False,False,https://doi.org/10.3389/978-2-88966-027-8,doi,10.3389/978-2-88966-027-8,DOI prefix 10.3389,unresolved,,,,,,,not_found,
hal-03583862,https://hal.inrae.fr/hal-03583862v1,La diversité des vignobles français face au changement climatique : simulations climatiques et prospective participative,ART,10.1051/climat/202118003,relatedData_s,relatedData_s,True,False,10.57745/4SAZUO,doi,10.57745/4SAZUO,Recherche Data Gouv,dataset_repo,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/4SAZUO,entrepot.recherche.data.gouv.fr,10.57745,rdg.prod,Faisabilité climatique de la vigne en France : indicateurs agro/écoclimatiques.,,
hal-03599614,https://hal.science/hal-03599614v1,Campagne de fouille 2021 sur le système de fortification de Blis à Eymet (Dordogne),REPORT,10.34847/nkl.d59a61c2,relatedData_s,relatedData_s,True,False,10.34847/nkl.1b988e6g,doi,10.34847/nkl.1b988e6g,NAKALA,dataset_repo,NAKALA - https://nakala.fr (Huma-Num - CNRS),https://nakala.fr/10.34847/nkl.1b988e6g,nakala.fr,10.34847,inist.humanum,"Fouille du plateau de Blis 2021, jeu de données",,
